titulo;url;municipio;uf;categoria;latitude;longitude;tipo_localizacao;localizacao_confirmada;qtd_municipio;qtd_categoria;data
O Diagnóstico POP RUA;https://www.icomfloripa.org.br/populacao-de-rua-lanca-relatorio-em-parceria-com-o-icom/;Biguaçu;42;Outros;-27.491003166989984;-48.656127167722794;municipio;True;1;93;2017-07-11 10:13:27+00:00
População de rua e os corpos de fora das estatísticas;https://outraspalavras.net/outrasmidias/populacao-de-rua-e-os-corpos-de-fora-das-estatisticas/;Alegre;32;Morte;-20.761283005595207;-41.52410090368306;municipio;True;7;199;2026-04-16 14:00:45.016334
Instituto de Pesquisa e Estatística do Distrito Federal;https://ipe.df.gov.br/2o-censo-distrital-da-populacao-em-situacao-de-rua;Contagem;31;Outros;-19.912261922189444;-44.061171107917545;municipio;True;1;93;2026-04-16 14:00:46.683817
Vulnerabilidade à perda de seguimento e ao óbito por tuberculose nas pessoas em situação de rua no Brasil: um estudo de coorte retrospectiva Vulnerabilidade à perda de seguimento e ao óbito por tuberc;https://www.scielosp.org/article/csc/2024.v29n7/e02742024/pt/;Alegre;32;Morte;-20.747461250493718;-41.52279023242053;municipio;True;7;199;2024-07-01 00:00:00
Informe Técnico: Perfil da População em situação de rua no Brasil - Dezembro/2023 - ISBN: 978-65-86750-38-6;https://cnmp.mp.br/portal/informes/informe-tecnico-brasil.html;Não Identificado;NI;Outros;-14.247452597173577;-51.90757280225574;municipio;True;75;93;2026-04-16 14:00:56.253358
Google Maps;https://maps.google.com.br/;Não Identificado;NI;Outros;-14.21948772535955;-51.92639701132402;municipio;True;75;93;2026-04-16 14:00:58.458581
TUTORIAL BAIXAR OBITOS POPULACAO BRASIL;https://www.youtube.com/watch?v=4IztPIpTrxM;Não Identificado;NI;Outros;-14.25430042382753;-51.93063318872673;municipio;True;75;93;2026-04-16 14:01:07.718544
Guarda Municipal de Amparo esclarece morte de morador em situação de rua;https://oregional.net/guarda-municipal-de-amparo-esclarece-morte-de-morador-em-situacao-de-rua-196071;Alegre;32;Morte;-20.763772702540663;-41.55681925907875;municipio;True;7;199;2026-04-15 16:38:36-03:00
Morador em situação de rua é morto a facadas no centro;https://www.diariodigital.com.br/policia-2/morador-em-situacao-de-rua-e-morto-a-facadas-no-centro;Socorro;35;Morte;-22.607760482463824;-46.536565012193776;municipio;True;1;199;2025-07-30 07:48:00-04:00
Mulher pagou enterro de morador de rua morto em padaria: 'Poupar a família';https://noticias.uol.com.br/cotidiano/ultimas-noticias/2020/12/04/mulher-pagou-enterro-de-morador-de-rua-morto-em-padaria-poupar-a-familia.htm;Ipanema;31;Morte;-19.81047017186742;-41.718248989771546;municipio;True;1;199;2020-12-04 00:00:00
Morador em situação de rua homenageia cachorra que morreu;https://revistamarieclaire.globo.com/Noticias/noticia/2020/02/morador-em-situacao-de-rua-homenageia-cachorra-que-morreu.html;Não Identificado;NI;Morte;-14.229556291842943;-51.93400008021766;municipio;True;75;199;2026-04-16 14:01:11.933395
Morador de rua não deve ter morrido por frio, diz prefeitura de Pitangueiras;https://gazetadebebedouro.com.br/morador-de-rua-nao-deve-ter-morrido-por-frio-diz-prefeitura-de-pitangueiras/;Pitangueiras;41;Outros;-23.219575344250327;-51.5968950788564;municipio;True;1;93;2026-04-16 14:01:14.828148
Tarde mais fria do ano em São Paulo mata morador de rua;https://midiabahia.com.br/tarde-mais-fria-do-ano-em-sao-paulo-mata-morador-de-rua/;Mata;43;Morte;-29.554649900496138;-54.475196520922566;municipio;True;2;199;2017-07-19 20:09:42+00:00
O ex-morador de rua que superou 20 anos de dependência das drogas e se tornou professor universitário;https://www.geledes.org.br/o-ex-morador-de-rua-que-superou-20-anos-de-dependencia-das-drogas-e-se-tornou-professor-universitario/;Califórnia;41;Morte;-23.638709948087964;-51.355860241975385;municipio;True;2;199;2020-12-15 19:26:51+00:00
Morador de rua é encontrado morto no Terminal Barra Funda;https://vejasp.abril.com.br/cidades/morador-rua-morto-terminal-barra-funda/;Barra;29;Morte;-11.08240095963541;-43.15080363521983;municipio;True;5;199;2026-04-16 14:01:20.654470
Morre, aos 100 anos, Nativo Rodrigues, morador de Lagoa Santo Antônio;https://www.mixnoticias.com.br/morre-aos-100-anos-nativo-rodrigues-morador-de-lagoa-santo-antonio/;Capela;28;Morte;-10.524954122965985;-37.06378518028177;municipio;True;2;199;2021-09-28 18:48:24+00:00
Arquivos morador de rua;https://jr.jor.br/tag/morador-de-rua/;Jundiaí;35;Outros;-23.197707398182562;-46.90330089057932;municipio;True;2;93;2026-04-16 14:01:22.892732
Ex-morador de rua usa talento no projeto Votuporanga em Ação 2;https://www.votunews.com.br/ex-morador-de-rua-usa-talento-no-projeto-votuporanga-em-acao-2/;São Paulo;35;Outros;-23.52141058570095;-46.65257029577123;municipio;True;9;93;2026-04-16 14:01:24.829196
Morador de rua executado por PM em SP sonhava ser jogador de futebol;https://g1.globo.com/sp/sao-paulo/noticia/2025/08/06/morador-de-rua-executado-por-pm-sonhava-ser-jogador-de-futebol-e-se-mudou-para-sp-apos-perder-a-mae.ghtml;Tiros;31;Morte;-18.99198989957934;-45.974932386024605;municipio;True;6;199;2025-08-06 00:00:00
Portal Douglas Souza - Notícias da Região.;https://www.portaldouglas.com.br/2026/03/;Laranjeiras;28;Outros;-10.80288989919016;-37.18550124681641;municipio;True;1;93;2026-04-16 14:01:28.005305
Assassinato de Jeferson de Souza Santos – Wikipédia, a enciclopédia livre;https://pt.wikipedia.org/wiki/Assassinato_de_Jeferson_de_Souza;Central;29;Outros;-11.143939636665987;-42.10535519808508;municipio;True;23;93;2026-04-16 14:01:30.317725
Vídeo: homem é preso por matar e atear fogo em morador de rua;https://www.metropoles.com/brasil/policia-br/video-homem-e-preso-por-matar-e-atear-fogo-em-morador-de-rua;Posse;52;Outros;-14.091627505597753;-46.3610782034505;municipio;True;1;93;2026-04-16 14:01:31.484657
Depoimentos geram dúvida sobre autoria de assassinato de morador de rua em São Paulo;https://jovempan.com.br/noticias/brasil/depoimentos-duvidas-autoria-assassinato-morador-de-rua-sao-paulo.html;Ouvidor;52;Morte;-18.208965607860844;-47.835003667862715;municipio;True;1;199;2020-01-15 20:20:23-03:00
'Cantada' motivou espancamento e morte de morador de rua na Pampulha;https://www.em.com.br/gerais/2025/08/7236596-cantada-motivou-espancamento-e-morte-de-morador-de-rua-na-pampulha.html;São João;26;Morte;-8.885495607333082;-36.372096298797366;municipio;True;1;199;2025-08-07 00:00:00
Polícia indicia 3 homens pelo assassinato de morador de rua em Vitória;https://www.agazeta.com.br/es/policia/policia-indicia-3-homens-pelo-assassinato-de-morador-de-rua-em-vitoria-0721;Vitória;32;Morte;-20.29801762400177;-40.30432832936284;municipio;True;1;199;2021-07-21 20:08:16+00:00
Homem em carro de luxo executa morador de rua em Santo André;https://veja.abril.com.br/brasil/morador-de-rua-e-executado-a-tiros-em-santo-andre-no-abc-paulista/;Prata;25;Outros;-7.671071843145185;-37.06112275332456;municipio;True;1;93;2026-04-16 14:01:39.738464
Homem é preso após matar morador de rua em Angra dos Reis;https://www.osaogoncalo.com.br/seguranca-publica/155117/homem-e-preso-apos-matar-morador-de-rua-em-angra-dos-reis;Angra Dos Reis;33;Outros;-23.00136609816672;-44.30795836881632;municipio;True;1;93;2025-04-28 14:52:00
Vídeo mostra assassinato de morador de rua na Avenida Maranhão em Teresina;https://www.viagora.com.br/pi/piaui/noticia/2025/12/15/video-mostra-assassinato-de-morador-de-rua-na-avenida-maranhao-em-teresina-126025.html;Barra;29;Violência;-11.082239966345703;-43.15317996362751;municipio;True;5;34;2025-12-15 00:00:00
Morador de rua é encontrado carbonizado após ser morto a facadas;https://sampi.net.br/ovale/noticias/2939209/geral/2025/10/morador-de-rua-e-encontrado-carbonizado-apos-ser-morto-a-facadas;Estação;43;Morte;-27.925382164213065;-52.25598322329191;municipio;True;5;199;2025-10-29 19:39:04-03:00
Morador de rua é morto sem chances de defesa;https://jornaldaparaiba.com.br/cotidiano/morador-de-rua-e-morto-sem-chances-de-defesa;Aparecida;35;Morte;-22.831713920553103;-45.23999991816735;municipio;True;2;199;2012-03-17 06:30:00
Vídeo mostra assassinato de morador de rua por policiais nos EUA;https://www.youtube.com/watch?v=7Eg7_eChGLk;Não Identificado;NI;Outros;-14.230436578023323;-51.943290721166264;municipio;True;75;93;2026-04-16 14:01:47.366052
Preso por assassinato e agressões, “Neguinho” matou outro morador de rua em 2025;https://www.campograndenews.com.br/cidades/capital/preso-por-assassinato-e-agressoes-neguinho-matou-outro-morador-de-rua-em-2025;Campo Grande;50;Morte;-20.443845513328746;-54.62205733707965;municipio;True;7;199;2026-04-16 14:01:48.617007
Polícia usa IA e prende pai e filho por suspeita de assassinato de morador de rua;https://www.tnh1.com.br/noticia/nid/policia-usa-ia-e-prende-pai-e-filho-por-suspeita-de-assassinato-de-morador-de-rua/;Central;29;Morte;-11.157199204694782;-42.10170815729311;municipio;True;23;199;2026-04-12 22:03:55-03:00
Vizinhos protestam em frente ao prédio onde casal de idosos foi brutalmente assassinado em SC;https://ndmais.com.br/justica/vizinhos-protestam-em-frente-ao-predio-onde-casal-de-idosos-foi-brutalmente-assassinado-em-navegantes/;Itajaí;42;Morte;-26.9023417404188;-48.6884247617105;municipio;True;1;199;2026-04-10 18:24:59-03:00
MDHC acompanha agressão a homem em situação de rua em Belém;https://g1.globo.com/pa/para/noticia/2026/04/16/agressao-contra-homem-em-situacao-de-rua-em-belem-ministerio-dos-direitos-humanos-diz-que-acompanha-caso.ghtml;Belém;27;Violência;-9.590138568601793;-36.48771910148565;municipio;True;7;34;2026-04-16 00:00:00
Desde janeiro, Brasil teve 6.177 violações contra moradores de rua;https://www.metropoles.com/brasil/desde-janeiro-brasil-teve-6-177-violacoes-contra-moradores-de-rua;Painel;42;Outros;-27.923095123699945;-50.107728664901785;municipio;True;3;93;2026-04-16 14:01:56.895349
Denúncias de violência contra moradores de rua aumentam 24% no Brasil em 2024;https://www.cnnbrasil.com.br/nacional/denuncias-de-violencia-contra-moradores-de-rua-aumentam-24-no-brasil-em-2024/;Painel;42;Outros;-27.924736208103585;-50.08718680673412;municipio;True;3;93;2024-05-02 07:33:04-03:00
Brasil registra mais de 6 mil violações contra pessoas em situação de rua nos primeiros quatro meses de 2024;https://www.gov.br/mdh/pt-br/assuntos/noticias/2024/maio/brasil-registra-mais-de-6-mil-violacoes-contra-pessoas-em-situacao-de-rua-nos-primeiros-quatro-meses-de-2024;Brasileira;22;Outros;-4.144280711854407;-41.780440177848575;municipio;True;2;93;2026-04-16 14:02:02.054374
Violência contra homem em situação de rua leva órgãos a exigir campanha pública urgente em Belém;https://www.oliberal.com/policia/violencia-contra-homem-em-situacao-de-rua-leva-orgaos-a-exigir-campanha-publica-urgente-em-belem-1.1110050;Belém;27;Violência;-9.58542257844982;-36.489477921310815;municipio;True;7;34;2026-04-16 14:02:03.248710
Estudantes usam arma de choque para agredir morador de rua;https://ndmais.com.br/seguranca/estudantes-atacam-morador-rua-arma-de-choque-belem/;Extrema;31;Violência;-22.83880369924501;-46.30226355608219;municipio;True;3;34;2026-04-14 17:04:43-03:00
Violência contra morador de rua cresce em todo o país;https://www.em.com.br/app/noticia/nacional/2012/03/14/interna_nacional,283317/violencia-contra-morador-de-rua-cresce-em-todo-o-pais.shtml;Arapiraca;27;Morte;-9.75209072403643;-36.676533269837975;municipio;True;1;199;2012-03-14 00:00:00
Vídeo registra agressão contra morador de rua no interior do Acre;https://ecosdanoticia.net/2026/02/agressao-a-morador-de-rua-e-flagrada-por-cinegrafista-amador-em-cruzeiro-do-sul-e-gera-revolta/;Cruzeiro;35;Violência;-22.55347750320684;-44.95728881740399;municipio;True;2;34;2026-02-24 15:06:12-05:00
Durante briga, assessor parlamentar dispara 5 vezes contra morador de rua;https://www.campograndenews.com.br/cidades/capital/durante-briga-assessor-parlamentar-dispara-5-vezes-contra-morador-de-rua;Registro;35;Outros;-24.490815334725507;-47.827418385321444;municipio;True;3;93;2026-04-16 14:02:07.427976
Polícia prende dois por racismo e agressão contra morador de rua em SP;https://www.estadao.com.br/brasil/policia-prende-dois-por-racismo-e-agressao-contra-morador-de-rua-em-sp/;Não Identificado;NI;Outros;-14.247123565933839;-51.90684869093604;municipio;True;75;93;2026-04-16 14:02:10.182811
Mantido júri que condenou homens por tentativa de homicídio contra morador de rua;https://www.tjsp.jus.br/Noticias/Noticia?codigoNoticia=85631;Marco;23;Outros;-3.1350397594652657;-40.17511556855368;municipio;True;1;93;2026-04-16 14:02:10.989459
Vídeo: Violência contra morador de rua em frente a hospital gera revolta, exoneração e debate sobre dignidade humana em Ji-Paraná;https://roacontece.com/video-violencia-contra-morador-de-rua-em-frente-a-hospital-gera-revolta-exoneracao-e-debate-sobre-dignidade-humana-em-ji-parana/;Extrema;31;Outros;-22.844660633950507;-46.31385340402682;municipio;True;3;93;2026-02-06 18:18:55+00:00
Educa Mais Brasil;https://www.educamaisbrasil.com.br/enem/sociologia/violencia-urbana;Não Identificado;NI;Outros;-14.228409367407732;-51.91619385752697;municipio;True;75;93;2026-04-16 14:02:13.257642
Belo Horizonte é acusada de praticar 'ação higienista' contra moradores de rua;https://noticias.uol.com.br/cotidiano/ultimas-noticias/2013/06/14/belo-horizonte-e-acusada-de-praticar-acao-higienista-contra-moradores-de-rua.htm;Belo Horizonte;31;Outros;-19.9239852951065;-43.931329895799436;municipio;True;8;93;2013-06-14 00:00:00
Violência de skinhead contra morador de rua será investigada;https://vermelho.org.br/2013/04/12/violencia-de-skinhead-contra-morador-de-rua-sera-investigada/;Belo Horizonte;31;Outros;-19.90484332374927;-43.93565944550142;municipio;True;8;93;2013-04-12 00:00:00
Empresários cometem assassinato contra morador de rua;https://www.youtube.com/watch?v=e2T39NgVlAM;Não Identificado;NI;Outros;-14.215175936699106;-51.94342765765002;municipio;True;75;93;2026-04-16 14:02:17.027142
O direito à cidade: a exclusão socioespacial como geradora de violência e estigmatização para a População Em Situação de Rua na cidade de Belo Horizonte.;https://prezi.com/tevvyd2afgdc/o-direito-a-cidade-a-exclusao-socioespacial-como-geradora-de-violencia-e-estigmatizacao-para-a-populacao-em-situacao-de-rua-na-cidade-de-belo-horizonte/;Não Identificado;NI;Outros;-14.231635742157136;-51.94409035658887;municipio;True;75;93;2026-04-16 14:02:18.504849
Defensor e procurador são presos após intervirem em abordagem da PM contra morador de rua, em Cuiabá;https://www.cnnbrasil.com.br/nacional/defensor-e-procurador-sao-presos-apos-intervirem-em-abordagem-da-pm-contra-morador-de-rua-em-cuiaba/;Carolina;21;Violência;-7.335840270904476;-47.461183642368745;municipio;True;3;34;2024-07-06 11:43:36-03:00
Câmera de segurança flagra momento do disparo de PM contra morador de rua que tentava agredi-lo, em Limeira;https://elimeira.com.br/noticias/policia/camera-de-seguranca-flagra-momento-do-disparo-de-pm-contra-morador-de-rua-que-tentava-agredi-lo-em-limeira-sp/;Jardim;50;Outros;-21.466987803162574;-56.15812193829246;municipio;True;7;93;2022-11-19 12:13:10+00:00
PM da reserva mata homem em situação de rua em Águas Claras, no DF;https://g1.globo.com/df/distrito-federal/noticia/2026/03/24/pm-da-reserva-mata-homem-em-situacao-de-rua-em-aguas-claras-no-df.ghtml;Mata;43;Outros;-29.576450882397328;-54.44724638367707;municipio;True;2;93;2026-03-24 00:00:00
Morador em situação de rua é agredido até a morte por três vigilantes no Paraná;https://record.r7.com/balanco-geral/video/morador-em-situacao-de-rua-e-agredido-ate-a-morte-por-tres-vigilantes-no-parana-17072025/;Graça;23;Violência;-4.05556160872215;-40.74862238673376;municipio;True;1;34;2025-07-17 17:32:44+00:00
MORADOR DE RUA É LINCHADO ATÉ A MORTE NO CENTRO DE CARUARU;https://www.portalagresteviolento.com.br/2026/04/morador-de-rua-e-linchado-ate-a-morte-no-centro-de-caruaru/;Caruaru;26;Morte;-8.2945251076515;-35.98886262966447;municipio;True;1;199;2026-04-09 16:02:46-03:00
Morador de rua agredido até a morte em Vila Velha é identificado;https://www.agazeta.com.br/es/policia/morador-de-rua-agredido-ate-a-morte-em-vila-velha-e-identificado-0419;Vila Velha;32;Morte;-20.34642110518456;-40.274480398358875;municipio;True;1;199;2019-04-19 21:31:27+00:00
Morador de rua agredido por segurança morre após 22 dias internado em Caxias do Sul;https://www.terra.com.br/noticias/brasil/cidades/morador-de-rua-agredido-por-seguranca-morre-apos-22-dias-internado-em-caxias-do-sul,a56370baae8a2a61bf6cf7823b8b6d01b21g2agi.html;Alegre;32;Violência;-20.749183906628215;-41.55492960991183;municipio;True;7;34;2025-06-06 14:50:05
O que se sabe sobre o caso do morador de rua agredido por personal trainer no DF;https://www.tnh1.com.br/noticia/nid/o-que-se-sabe-sobre-o-caso-do-morador-de-rua-agredido-por-personal-trainer-no-df/;Jardim;50;Violência;-21.460648740746837;-56.13255428488123;municipio;True;7;34;2022-03-17 09:05:41-03:00
Homem nega dinheiro a morador de rua e é agredido, no ES;https://g1.globo.com/espirito-santo/noticia/2016/07/homem-nega-dinheiro-morador-de-rua-e-e-agredido-no-es.html;Não Identificado;NI;Violência;-14.218925070181546;-51.93702911969277;municipio;True;75;34;2016-07-09 11:50:02
Morador de rua é agredido até a morte no Segundo Distrito de Rio Branco;https://nahoradanoticia.com.br/policia/morador-de-rua-e-agredido-ate-a-morte-no-segundo-distrito-de-rio-branco/;Rio Branco;12;Morte;-9.97904469487436;-67.81621320877676;municipio;True;1;199;2024-04-25 15:26:14-05:00
Defensoria pede indenização a morador de rua agredido por empresários;https://www.metropoles.com/brasil/defensoria-pede-indenizacao-a-morador-de-rua-agredido-por-empresarios;Cuiabá;51;Violência;-15.611560951430782;-56.105525943392216;municipio;True;1;34;2026-04-16 14:02:35.314366
Morador de rua agredido por personal é retirado da cidade para sua segurança;https://noticias.r7.com/brasilia/morador-de-rua-agredido-por-personal-e-retirado-da-cidade-para-sua-seguranca-17032022/;Planaltina;52;Violência;-15.468676678346457;-47.62684093178721;municipio;True;3;34;2022-03-17 17:54:00+00:00
Morador de rua espancado por mulheres está internado em estado grave;https://www.pragmatismopolitico.com.br/2018/06/morador-de-rua-espancado-por-mulheres.html;Alumínio;35;Morte;-23.52906920462141;-47.268597324551486;municipio;True;1;199;2018-06-06 22:50:17+00:00
Farroupilha: Morreu o morador de rua agredido por vigilante;https://npexpresso.com.br/estado/farroupilha-morreu-o-morador-de-rua-agredido-por-vigilante-2;Farroupilha;43;Morte;-29.22224486320396;-51.336371393366946;municipio;True;1;199;2025-06-08 18:01:00+00:00
Vídeo mostra momento em que morador de rua é arrastado pelos pés e agredido até a morte no centro de Palmas;https://noticiadotocantins.com.br/video-mostra-momento-em-que-morador-de-rua-e-arrastado-pelos-pes-e-agredido-ate-a-morte-no-centro-de-palmas/;Central;29;Morte;-11.153452004061114;-42.11634704601641;municipio;True;23;199;2023-02-18 02:44:52+00:00
"Morador de rua agredido por empresário é internado em Cuiabá; advogado nega ajuda de Gusttavo Lima";https://www.cenariomt.com.br/mato-grosso/morador-de-rua-agredido-por-empresario-e-internado-em-cuiaba-advogado-nega-ajuda-de-gusttavo-lima/;Campanha;31;Violência;-21.855408089307442;-45.4200338305168;municipio;True;2;34;2020-04-14 07:16:50-04:00
Morador de rua é agredido até morrer em Curitiba;https://www.youtube.com/watch?v=NXKa0Vq6N_E;Curitiba;41;Violência;-25.401664208037168;-49.262538503010305;municipio;True;3;34;2026-04-16 14:02:48.924577
Vídeo;https://www.facebook.com/PragmatismoPolitico/videos/morador-de-rua-agredido-em-belém/629077691474966/;Não Identificado;NI;Outros;-14.249705734125849;-51.94129021168539;municipio;True;75;93;2026-04-16 14:02:49.889705
Homem morre em suposto latrocínio e suspeito é espancado em Manaus;https://emtempo.com.br/459871/policia/homem-e-morto-em-suposto-latrocinio-e-suspeito-e-espancado-em-manaus/;Custódia;26;Morte;-8.091282729826322;-37.63187941884848;municipio;True;5;199;2026-04-15 23:16:35+00:00
Polícia identifica dois estudantes suspeitos de agredir homem em situação de rua em Belém;https://plox.com.br/noticia/14/04/2026/morador-de-rua-sofre-ataques-em-belem-estudantes-de-direito-sao-suspeitos;Belém;27;Violência;-9.58696523644977;-36.47196801185682;municipio;True;7;34;2026-04-14 11:30:00+00:00
Mãe denuncia filhos suspeitos de espancar homem em situação de rua;https://g1.globo.com/ba/bahia/noticia/2026/03/21/homem-em-situacao-de-rua-e-espancado-em-salvador.ghtml;Não Identificado;NI;Violência;-14.224466483814627;-51.920647330901666;municipio;True;75;34;2026-03-21 00:00:00
#Curitiba MORADOR DE RUA E ESPANCADO BRUTALMENTE EM VIA PÚBLICA. O caso aconteceu nesta sexta dia (10) na região central de Curitiba. Veja no vídeo.;https://www.facebook.com/curitibarmcnoticias/videos/curitiba-morador-de-rua-e-espancado-brutalmente-em-via-públicao-caso-aconteceu-n/959702769877258/;Central;29;Violência;-11.139248384862901;-42.11688926905948;municipio;True;23;34;2026-04-16 14:02:55.657541
VÍDEO: Alunos de Direito usam arma de choque em morador de rua em Belém;https://emtempo.com.br/459394/policia/alunos-morador-choque/;Belém;27;Violência;-9.587418135009495;-36.48586386074638;municipio;True;7;34;2026-04-14 13:46:48+00:00
Três vigilantes são presos por matar morador de rua em Curitiba;https://www.band.com.br/band-parana/noticias/tres-vigilantes-sao-presos-por-matar-morador-de-rua-espancado-em-posto-no-reboucas-202507161003;Barra;29;Morte;-11.071301946241375;-43.12685188171958;municipio;True;5;199;2025-07-16 10:04:16-03:00
Morador de rua espancado por personal conta detalhes do caso;https://noticias.r7.com/brasilia/morador-de-rua-espancado-por-personal-conta-detalhes-do-caso-19042022/;Brasília;53;Violência;-15.794932572324214;-47.94120003023886;municipio;True;10;34;2022-03-24 16:09:00+00:00
Vídeo: Polícia Civil do DF investiga se morador de rua espancado foi vítima de marido traído ou suspeito de estupro;https://extra.globo.com/casos-de-policia/video-policia-civil-do-df-investiga-se-morador-de-rua-espancado-foi-vitima-de-marido-traido-ou-suspeito-de-estupro-25433307.html;Planaltina;52;Violência;-15.455812712527505;-47.60095702363769;municipio;True;3;34;2022-03-15 12:34:37
Conheça a história do morador de rua espancado por personal trainer;https://www.metropoles.com/distrito-federal/conheca-a-historia-do-morador-de-rua-espancado-por-personal-trainer;Brasília;53;Violência;-15.798255963804401;-47.94920223500899;municipio;True;10;34;2026-04-16 14:03:05.438507
Morador de rua espancado por personal dá sua versão: “Sou a única vítima”;https://aventurasnahistoria.com.br/noticias/historia-hoje/morador-de-rua-espancado-por-personal-da-sua-versao-sou-unica-vitima.phtml;Inocência;50;Violência;-19.725277290940575;-51.946207346670654;municipio;True;1;34;2022-03-24 13:21:22+00:00
Morador de rua espancado por personal é tietado dentro de Porsche;https://www.osaogoncalo.com.br/geral/119851/morador-de-rua-espancado-por-personal-e-tietado-dentro-de-porsche;Não Identificado;NI;Violência;-14.218162770146932;-51.94354611759575;municipio;True;75;34;2022-03-27 09:40:00
VÍDEO: Morador de rua espancado por personal troca beijos com influencer em festa;https://www.diariodocentrodomundo.com.br/essencial/morador-de-rua-influencer/;Aguiar;25;Violência;-7.0947656151194805;-38.18067507410646;municipio;True;1;34;2026-04-16 14:03:08.885112
ВКонтакте;https://vk.com/video475785298_456239135;Não Identificado;NI;Outros;-14.221319305702794;-51.91356542681668;municipio;True;75;93;2026-04-16 14:03:13.608319
Morador de rua espancado por personal após traição é recebido em abrigo;https://www.correio24horas.com.br/em-alta/morador-de-rua-espancado-por-personal-apos-traicao-e-recebido-em-abrigo-0322;Planaltina;52;Violência;-15.45795786452657;-47.62578920985899;municipio;True;3;34;2026-04-16 14:03:15.069387
ANÁLISE COM MORADOR DE RUA ESPANCADO PELO PERSONAL (GIVALDO ALVES) | Não Minta Pra Mim;https://www.youtube.com/watch?v=bkTqItsYOXM;Não Identificado;NI;Violência;-14.252053857747027;-51.932811854881656;municipio;True;75;34;2026-04-16 14:03:16.672245
Morador de rua espancado por personal ‘some’ da quadra onde ficava;https://ndmais.com.br/seguranca/morador-de-rua-espancado-por-personal-some-da-quadra-onde-ficava/;Jardim;50;Violência;-21.465400589494312;-56.12985373183088;municipio;True;7;34;2022-03-17 09:54:30-03:00
Morador de rua espancado por personal fala pela 1ª vez sobre o caso e se declara eleitor de Bolsonaro (vídeo);https://www.brasil247.com/regionais/brasilia/morador-de-rua-espancado-por-personal-fala-pela-1-vez-sobre-o-caso-e-se-declara-eleitor-do-bolsonaro-video;Não Identificado;NI;Violência;-14.230791566398139;-51.92368067744486;municipio;True;75;34;2022-03-24 07:29:47+00:00
Morte suspeita: os assassinatos que a polícia não conta;https://infograficos.estadao.com.br/cidades/morte-suspeita-assassinatos-que-a-policia-nao-conta/os-esquecidos;Agudo;43;Morte;-29.653115649375945;-53.26906451160067;municipio;True;1;199;2026-04-16 14:03:21.135954
